farmer_id,sub_county,season,crop,planting_date,harvest_date,farm_size_ha,yield_ton_per_ha,input_cost_ksh,revenue_ksh,profit_ksh,source
FR-SYN-00207,ugunja,dry,millet,2025-01-13,2025-05-18,0.89,1.94,21333.61,199.8,-21133.82,synthetic_demo
FR-SYN-00208,bondo,long_rains,groundnuts,2025-03-17,2025-06-19,5.77,1.46,207047.02,934.2,-206112.82,synthetic_demo
FR-SYN-00209,gem,short_rains,sorghum,2025-10-25,2025-12-19,1.62,2.45,38510.16,375.62,-38134.54,synthetic_demo
FR-SYN-00210,alego,dry,groundnuts,2025-01-23,2025-04-19,1.53,1.52,24239.25,306.46,-23932.78,synthetic_demo
FR-SYN-00211,ugunja,dry,sorghum,2025-01-08,2025-04-20,3.7,2.75,34258.02,1149.65,-33108.37,synthetic_demo
FR-SYN-00212,bondo,short_rains,kale,2025-10-19,2025-12-14,0.62,11.86,8456.99,369.91,-8087.08,synthetic_demo
FR-SYN-00213,alego,dry,millet,2025-01-08,2025-05-11,1.35,1.89,41802.52,298.19,-41504.33,synthetic_demo
FR-SYN-00214,yala,long_rains,maize,2025-03-19,2025-06-26,2.73,3.53,48300.6,540.48,-47760.12,synthetic_demo
FR-SYN-00215,yala,short_rains,beans,2025-10-19,2025-12-24,2.16,2.74,73209.53,512.89,-72696.64,synthetic_demo
FR-SYN-00216,yala,long_rains,maize,2025-03-18,2025-07-23,1.54,3.44,34368.36,310.2,-34058.16,synthetic_demo
FR-SYN-00217,gem,long_rains,sorghum,2025-03-09,2025-07-19,5.76,3.61,187366.56,1769.23,-185597.33,synthetic_demo
FR-SYN-00218,bondo,dry,groundnuts,2025-01-23,2025-05-18,3.99,2.32,44689.67,1131.92,-43557.75,synthetic_demo
FR-SYN-00219,ugunja,long_rains,beans,2025-03-25,2025-07-11,2.17,2.89,61267.74,593.27,-60674.47,synthetic_demo
FR-SYN-00220,yala,short_rains,beans,2025-10-23,2025-12-14,0.67,1.61,23321.87,87.73,-23234.14,synthetic_demo
FR-SYN-00221,alego,dry,millet,2025-01-07,2025-04-14,5.59,2.74,155047.29,1790.09,-153257.2,synthetic_demo
FR-SYN-00222,ugunja,long_rains,kale,2025-03-14,2025-06-16,1.3,5.73,13556.3,394.05,-13162.25,synthetic_demo
FR-SYN-00223,bondo,short_rains,groundnuts,2025-10-05,2025-12-13,5.57,2.44,66713.44,1497.29,-65216.15,synthetic_demo
FR-SYN-00224,alego,dry,groundnuts,2025-01-07,2025-04-28,4.72,0.96,102500.37,601.13,-101899.24,synthetic_demo
FR-SYN-00225,alego,long_rains,kale,2025-03-08,2025-06-21,5.9,8.88,204586.96,2279.12,-202307.84,synthetic_demo
FR-SYN-00226,bondo,short_rains,groundnuts,2025-10-14,2025-12-19,4.31,2.46,79263.84,1280.08,-77983.77,synthetic_demo
FR-SYN-00227,bondo,dry,groundnuts,2025-01-17,2025-05-26,4.16,2.44,105846.15,1311.12,-104535.03,synthetic_demo
FR-SYN-00228,gem,long_rains,tomatoes,2025-03-20,2025-07-28,3.81,16.07,48500.2,3968.47,-44531.73,synthetic_demo
FR-SYN-00229,gem,short_rains,kale,2025-10-09,2025-12-13,4.58,9.17,148585.86,2255.66,-146330.21,synthetic_demo
FR-SYN-00230,alego,short_rains,beans,2025-10-20,2025-12-26,2.01,2.53,37519.53,426.01,-37093.52,synthetic_demo
FR-SYN-00231,gem,long_rains,rice,2025-03-14,2025-06-25,2.93,5.84,30175.67,1989.09,-28186.58,synthetic_demo
FR-SYN-00232,yala,short_rains,groundnuts,2025-10-16,2025-12-20,0.93,2.3,35107.79,239.03,-34868.76,synthetic_demo
FR-SYN-00233,gem,short_rains,kale,2025-10-12,2025-12-19,3.8,10.98,156687.57,2094.68,-154592.89,synthetic_demo
FR-SYN-00234,yala,long_rains,tomatoes,2025-03-15,2025-07-28,2.71,13.66,65605.19,2688.12,-62917.07,synthetic_demo
FR-SYN-00235,gem,dry,kale,2025-01-22,2025-04-19,2.03,6.7,56203.21,742.88,-55460.33,synthetic_demo
FR-SYN-00236,gem,long_rains,sorghum,2025-03-25,2025-07-26,4.94,2.34,143358.03,996.58,-142361.44,synthetic_demo
FR-SYN-00237,alego,short_rains,groundnuts,2025-10-19,2025-12-27,4.97,1.34,152735.22,782.74,-151952.48,synthetic_demo
FR-SYN-00238,gem,short_rains,maize,2025-10-07,2025-12-23,2.04,2.66,44975.58,323.5,-44652.08,synthetic_demo
FR-SYN-00239,gem,short_rains,beans,2025-10-13,2025-12-10,2.0,2.15,51299.18,342.13,-50957.05,synthetic_demo
FR-SYN-00240,bondo,short_rains,millet,2025-10-07,2025-12-14,1.87,2.26,41161.01,429.64,-40731.37,synthetic_demo
FR-SYN-00241,yala,short_rains,millet,2025-10-12,2025-12-16,1.38,2.28,23898.85,332.41,-23566.44,synthetic_demo
FR-SYN-00242,ugunja,short_rains,maize,2025-10-16,2025-12-10,4.09,4.52,109642.35,1125.22,-108517.13,synthetic_demo
FR-SYN-00243,yala,dry,groundnuts,2025-01-12,2025-05-22,0.64,2.17,10772.94,160.24,-10612.7,synthetic_demo
FR-SYN-00244,gem,long_rains,tomatoes,2025-03-20,2025-07-23,5.6,6.12,113193.84,2601.93,-110591.91,synthetic_demo
FR-SYN-00245,bondo,long_rains,millet,2025-03-25,2025-06-10,2.76,2.3,74939.09,731.37,-74207.72,synthetic_demo
FR-SYN-00246,yala,short_rains,millet,2025-10-09,2025-12-15,4.31,1.46,134888.31,656.38,-134231.93,synthetic_demo
FR-SYN-00247,alego,dry,maize,2025-01-19,2025-04-18,4.39,1.91,155931.31,632.66,-155298.65,synthetic_demo
FR-SYN-00248,gem,dry,sorghum,2025-01-11,2025-04-18,2.15,2.51,29576.57,532.86,-29043.71,synthetic_demo
FR-SYN-00249,yala,long_rains,millet,2025-03-16,2025-07-12,0.66,2.73,9830.12,174.93,-9655.19,synthetic_demo
FR-SYN-00250,ugunja,short_rains,tomatoes,2025-10-24,2025-12-10,1.97,10.8,83313.98,1555.28,-81758.69,synthetic_demo
FR-SYN-00251,gem,long_rains,beans,2025-03-21,2025-07-14,2.01,2.98,71813.73,500.4,-71313.32,synthetic_demo
FR-SYN-00252,alego,short_rains,rice,2025-10-15,2025-12-14,3.6,3.78,45014.97,1612.99,-43401.98,synthetic_demo
FR-SYN-00253,gem,long_rains,beans,2025-03-22,2025-07-24,3.26,2.75,82008.56,754.6,-81253.96,synthetic_demo
FR-SYN-00254,alego,long_rains,beans,2025-03-07,2025-06-25,4.26,1.03,139522.14,333.41,-139188.73,synthetic_demo
FR-SYN-00255,gem,short_rains,kale,2025-10-05,2025-12-11,4.14,4.87,83137.78,1039.02,-82098.77,synthetic_demo
FR-SYN-00256,bondo,dry,groundnuts,2025-01-24,2025-05-12,2.75,1.21,29531.32,427.32,-29104.0,synthetic_demo
FR-SYN-00257,gem,short_rains,millet,2025-10-24,2025-12-21,4.19,2.05,93796.15,985.72,-92810.43,synthetic_demo
FR-SYN-00258,gem,dry,sorghum,2025-01-21,2025-05-24,4.25,2.34,137098.22,1069.41,-136028.81,synthetic_demo
FR-SYN-00259,yala,long_rains,beans,2025-03-06,2025-06-11,3.37,1.82,71946.96,481.2,-71465.76,synthetic_demo
FR-SYN-00260,ugunja,short_rains,beans,2025-10-14,2025-12-28,4.51,1.75,67825.2,757.26,-67067.94,synthetic_demo
FR-SYN-00261,bondo,short_rains,groundnuts,2025-10-08,2025-12-15,4.14,1.51,152589.59,730.16,-151859.44,synthetic_demo
FR-SYN-00262,gem,short_rains,beans,2025-10-05,2025-12-13,5.01,1.26,48441.19,552.53,-47888.65,synthetic_demo
FR-SYN-00263,gem,long_rains,beans,2025-03-08,2025-06-14,4.59,1.97,152739.21,719.94,-152019.26,synthetic_demo
FR-SYN-00264,gem,short_rains,groundnuts,2025-10-24,2025-12-11,3.23,1.83,54236.08,659.43,-53576.65,synthetic_demo
FR-SYN-00265,bondo,short_rains,maize,2025-10-08,2025-12-21,3.02,3.11,101040.34,662.73,-100377.62,synthetic_demo
FR-SYN-00266,gem,long_rains,kale,2025-03-17,2025-07-21,4.9,6.48,115035.87,1479.0,-113556.87,synthetic_demo
FR-SYN-00267,gem,short_rains,beans,2025-10-06,2025-12-21,5.36,1.2,74755.73,516.25,-74239.48,synthetic_demo
FR-SYN-00268,yala,short_rains,sorghum,2025-10-22,2025-12-14,5.21,1.32,139934.62,712.64,-139221.99,synthetic_demo
FR-SYN-00269,alego,long_rains,tomatoes,2025-03-10,2025-06-16,5.52,12.39,134260.68,4610.53,-129650.16,synthetic_demo
FR-SYN-00270,gem,long_rains,tomatoes,2025-03-20,2025-07-19,3.33,13.54,77863.78,3097.96,-74765.82,synthetic_demo
FR-SYN-00271,gem,short_rains,millet,2025-10-19,2025-12-10,4.48,2.64,44998.84,1381.59,-43617.24,synthetic_demo
FR-SYN-00272,alego,long_rains,beans,2025-03-22,2025-07-20,5.51,1.55,157705.02,781.66,-156923.35,synthetic_demo
FR-SYN-00273,gem,long_rains,rice,2025-03-22,2025-07-22,4.52,6.81,169046.1,3326.55,-165719.55,synthetic_demo
FR-SYN-00274,alego,short_rains,millet,2025-10-14,2025-12-26,1.2,1.2,21721.08,162.48,-21558.6,synthetic_demo
FR-SYN-00275,ugunja,dry,millet,2025-01-14,2025-04-22,3.41,1.73,101303.11,626.41,-100676.71,synthetic_demo
FR-SYN-00276,gem,long_rains,rice,2025-03-21,2025-07-28,3.62,5.08,96877.17,2089.1,-94788.06,synthetic_demo
FR-SYN-00277,gem,dry,sorghum,2025-01-21,2025-04-16,3.06,3.24,28026.56,996.26,-27030.3,synthetic_demo
FR-SYN-00278,yala,short_rains,maize,2025-10-05,2025-12-14,4.83,3.07,40500.31,817.49,-39682.82,synthetic_demo
FR-SYN-00279,gem,dry,groundnuts,2025-01-15,2025-05-25,5.11,2.03,134552.81,1200.36,-133352.45,synthetic_demo
FR-SYN-00280,gem,long_rains,beans,2025-03-06,2025-07-18,4.09,2.42,101769.52,800.74,-100968.78,synthetic_demo
FR-SYN-00281,bondo,dry,beans,2025-01-21,2025-04-13,4.15,2.26,104811.09,891.04,-103920.05,synthetic_demo
FR-SYN-00282,gem,long_rains,beans,2025-03-18,2025-06-26,2.31,1.21,60172.59,227.33,-59945.26,synthetic_demo
FR-SYN-00283,yala,long_rains,kale,2025-03-14,2025-07-13,2.33,9.61,52064.04,1099.95,-50964.08,synthetic_demo
FR-SYN-00284,bondo,short_rains,sorghum,2025-10-22,2025-12-12,3.21,1.85,45392.54,593.35,-44799.19,synthetic_demo
FR-SYN-00285,gem,short_rains,maize,2025-10-21,2025-12-14,2.62,4.76,41832.84,858.89,-40973.95,synthetic_demo
FR-SYN-00286,ugunja,long_rains,millet,2025-03-20,2025-07-18,5.13,2.29,47701.64,1212.28,-46489.37,synthetic_demo
FR-SYN-00287,ugunja,dry,maize,2025-01-11,2025-05-20,4.03,3.93,143427.66,1201.36,-142226.31,synthetic_demo
FR-SYN-00288,alego,short_rains,rice,2025-10-10,2025-12-27,5.43,4.14,178379.6,2742.78,-175636.82,synthetic_demo
FR-SYN-00289,yala,short_rains,maize,2025-10-05,2025-12-24,2.6,2.38,83358.21,403.62,-82954.59,synthetic_demo
FR-SYN-00290,ugunja,long_rains,groundnuts,2025-03-06,2025-07-25,5.48,2.68,134462.31,1665.89,-132796.42,synthetic_demo
FR-SYN-00291,alego,dry,sorghum,2025-01-09,2025-04-14,2.0,2.92,41905.38,597.12,-41308.27,synthetic_demo
FR-SYN-00292,gem,long_rains,kale,2025-03-25,2025-06-20,2.94,6.68,72557.3,843.22,-71714.08,synthetic_demo
FR-SYN-00293,bondo,short_rains,sorghum,2025-10-23,2025-12-17,5.88,1.59,128283.2,942.83,-127340.37,synthetic_demo
FR-SYN-00294,yala,short_rains,beans,2025-10-12,2025-12-11,5.04,1.35,178507.45,649.97,-177857.48,synthetic_demo
FR-SYN-00295,gem,short_rains,groundnuts,2025-10-06,2025-12-11,2.23,1.65,57058.68,397.74,-56660.94,synthetic_demo
FR-SYN-00296,alego,long_rains,beans,2025-03-18,2025-06-20,4.11,1.03,44821.32,398.07,-44423.25,synthetic_demo
FR-SYN-00297,alego,short_rains,kale,2025-10-24,2025-12-15,1.91,11.14,26075.75,1148.02,-24927.73,synthetic_demo
FR-SYN-00298,yala,dry,millet,2025-01-05,2025-04-11,1.88,2.9,45993.22,611.61,-45381.62,synthetic_demo
FR-SYN-00299,gem,dry,kale,2025-01-23,2025-05-19,2.86,4.67,100475.12,769.64,-99705.48,synthetic_demo
FR-SYN-00300,yala,dry,sorghum,2025-01-10,2025-04-21,0.65,2.14,7707.1,134.39,-7572.71,synthetic_demo
FR-SYN-00301,yala,dry,millet,2025-01-22,2025-04-15,1.66,1.31,26351.87,243.52,-26108.35,synthetic_demo
FR-SYN-00302,yala,dry,rice,2025-01-24,2025-05-12,1.24,2.39,36883.03,410.05,-36472.98,synthetic_demo
FR-SYN-00303,alego,short_rains,maize,2025-10-06,2025-12-14,5.2,4.71,140385.54,1652.08,-138733.45,synthetic_demo
FR-SYN-00304,alego,short_rains,kale,2025-10-10,2025-12-21,3.44,6.05,85301.99,1168.49,-84133.5,synthetic_demo
FR-SYN-00305,ugunja,short_rains,maize,2025-10-17,2025-12-21,1.97,2.05,40203.12,251.4,-39951.72,synthetic_demo
FR-SYN-00306,yala,short_rains,maize,2025-10-05,2025-12-24,1.86,3.74,17133.96,387.56,-16746.41,synthetic_demo
FR-SYN-00307,bondo,dry,millet,2025-01-15,2025-05-19,4.62,1.31,62527.06,702.84,-61824.22,synthetic_demo
FR-SYN-00308,yala,short_rains,millet,2025-10-25,2025-12-25,4.13,2.55,76473.41,1156.4,-75317.01,synthetic_demo
FR-SYN-00309,gem,short_rains,rice,2025-10-11,2025-12-23,1.73,3.9,35794.91,844.32,-34950.59,synthetic_demo
FR-SYN-00310,gem,short_rains,groundnuts,2025-10-22,2025-12-20,3.77,1.97,72072.83,847.36,-71225.47,synthetic_demo
FR-SYN-00311,gem,long_rains,rice,2025-03-17,2025-06-25,1.19,6.4,12854.36,876.19,-11978.17,synthetic_demo
FR-SYN-00312,gem,short_rains,rice,2025-10-21,2025-12-24,0.91,5.82,39309.67,589.59,-38720.08,synthetic_demo
FR-SYN-00313,ugunja,long_rains,beans,2025-03-20,2025-06-28,5.67,2.0,199693.88,1036.0,-198657.88,synthetic_demo
FR-SYN-00314,gem,short_rains,kale,2025-10-07,2025-12-24,2.47,9.13,55157.68,1077.79,-54079.89,synthetic_demo
FR-SYN-00315,ugunja,dry,millet,2025-01-06,2025-04-15,2.08,2.42,16765.6,623.06,-16142.55,synthetic_demo
FR-SYN-00316,bondo,dry,millet,2025-01-10,2025-05-16,3.33,1.77,101468.0,620.6,-100847.4,synthetic_demo
FR-SYN-00317,yala,dry,groundnuts,2025-01-07,2025-04-27,4.15,2.3,50721.53,1125.0,-49596.53,synthetic_demo
FR-SYN-00318,bondo,dry,sorghum,2025-01-16,2025-04-16,4.46,1.25,79640.82,550.06,-79090.75,synthetic_demo
FR-SYN-00319,alego,long_rains,rice,2025-03-11,2025-06-21,5.51,2.48,179367.57,1541.36,-177826.22,synthetic_demo
FR-SYN-00320,ugunja,long_rains,tomatoes,2025-03-15,2025-07-27,3.98,8.89,63851.34,2507.7,-61343.64,synthetic_demo
FR-SYN-00321,ugunja,long_rains,kale,2025-03-16,2025-06-12,5.38,9.47,108271.85,2048.16,-106223.69,synthetic_demo
FR-SYN-00322,gem,dry,millet,2025-01-25,2025-05-25,0.96,2.45,8954.24,263.83,-8690.41,synthetic_demo
FR-SYN-00323,ugunja,dry,kale,2025-01-24,2025-04-11,1.34,5.87,26633.26,480.95,-26152.3,synthetic_demo
FR-SYN-00324,bondo,dry,groundnuts,2025-01-14,2025-04-17,5.17,1.35,87738.76,857.48,-86881.28,synthetic_demo
FR-SYN-00325,gem,dry,sorghum,2025-01-20,2025-04-16,0.88,1.54,9148.9,138.33,-9010.56,synthetic_demo
FR-SYN-00326,ugunja,long_rains,maize,2025-03-12,2025-07-19,3.71,5.08,75818.84,1147.16,-74671.68,synthetic_demo
FR-SYN-00327,ugunja,short_rains,sorghum,2025-10-18,2025-12-19,3.81,2.31,70600.94,779.47,-69821.47,synthetic_demo
FR-SYN-00328,ugunja,long_rains,maize,2025-03-21,2025-07-25,2.78,3.29,99790.93,619.76,-99171.16,synthetic_demo
FR-SYN-00329,ugunja,long_rains,groundnuts,2025-03-16,2025-07-21,4.36,2.57,65841.46,1302.08,-64539.38,synthetic_demo
FR-SYN-00330,gem,dry,sorghum,2025-01-24,2025-04-10,1.23,2.75,30091.17,328.94,-29762.23,synthetic_demo
FR-SYN-00331,alego,dry,groundnuts,2025-01-18,2025-04-13,4.04,1.59,37026.95,789.59,-36237.35,synthetic_demo
FR-SYN-00332,gem,dry,beans,2025-01-18,2025-04-15,2.62,1.06,39404.56,257.77,-39146.79,synthetic_demo
FR-SYN-00333,gem,short_rains,maize,2025-10-10,2025-12-19,1.06,2.17,29282.49,164.07,-29118.42,synthetic_demo
FR-SYN-00334,bondo,long_rains,sorghum,2025-03-05,2025-07-26,5.93,2.17,140843.35,1316.03,-139527.33,synthetic_demo
FR-SYN-00335,gem,dry,tomatoes,2025-01-15,2025-04-10,3.07,5.85,94799.47,1549.84,-93249.63,synthetic_demo
FR-SYN-00336,gem,dry,beans,2025-01-05,2025-05-10,4.02,2.28,145466.94,893.57,-144573.37,synthetic_demo
FR-SYN-00337,gem,dry,beans,2025-01-14,2025-04-14,5.3,1.98,184379.93,1098.59,-183281.34,synthetic_demo
FR-SYN-00338,bondo,short_rains,sorghum,2025-10-10,2025-12-13,2.95,3.37,27440.3,1014.48,-26425.82,synthetic_demo
FR-SYN-00339,ugunja,dry,sorghum,2025-01-15,2025-04-28,4.74,2.78,56784.56,1493.27,-55291.29,synthetic_demo
FR-SYN-00340,bondo,short_rains,groundnuts,2025-10-15,2025-12-13,3.69,2.0,114056.82,825.08,-113231.74,synthetic_demo
FR-SYN-00341,ugunja,dry,sorghum,2025-01-05,2025-05-20,1.38,2.18,19671.96,326.72,-19345.25,synthetic_demo
FR-SYN-00342,bondo,short_rains,millet,2025-10-11,2025-12-19,4.4,1.52,128006.62,675.67,-127330.95,synthetic_demo
FR-SYN-00343,ugunja,short_rains,maize,2025-10-10,2025-12-27,2.72,3.07,65248.21,555.82,-64692.39,synthetic_demo
FR-SYN-00344,bondo,long_rains,maize,2025-03-23,2025-06-19,3.07,2.47,76277.67,412.07,-75865.59,synthetic_demo
FR-SYN-00345,ugunja,short_rains,groundnuts,2025-10-10,2025-12-13,2.52,1.74,26920.85,474.67,-26446.18,synthetic_demo
FR-SYN-00346,gem,short_rains,kale,2025-10-10,2025-12-12,4.8,8.17,129151.68,2040.52,-127111.16,synthetic_demo
FR-SYN-00347,bondo,dry,sorghum,2025-01-08,2025-04-22,3.21,1.37,66911.05,459.91,-66451.15,synthetic_demo
FR-SYN-00348,alego,dry,sorghum,2025-01-23,2025-04-16,5.81,1.55,122103.83,858.59,-121245.24,synthetic_demo
FR-SYN-00349,bondo,long_rains,sorghum,2025-03-16,2025-06-23,5.88,3.75,178172.7,2027.66,-176145.04,synthetic_demo
FR-SYN-00350,yala,dry,beans,2025-01-06,2025-04-11,1.62,2.06,30513.11,286.63,-30226.47,synthetic_demo
FR-SYN-00351,ugunja,short_rains,beans,2025-10-13,2025-12-14,3.49,2.29,69835.88,711.06,-69124.82,synthetic_demo
FR-SYN-00352,ugunja,short_rains,maize,2025-10-24,2025-12-12,2.06,3.39,31895.08,478.05,-31417.04,synthetic_demo
FR-SYN-00353,bondo,short_rains,sorghum,2025-10-08,2025-12-15,3.44,1.43,25107.53,431.61,-24675.92,synthetic_demo
FR-SYN-00354,yala,short_rains,maize,2025-10-22,2025-12-25,3.8,2.58,70203.75,641.51,-69562.24,synthetic_demo
FR-SYN-00355,ugunja,dry,beans,2025-01-10,2025-05-21,4.91,1.18,81971.69,598.45,-81373.23,synthetic_demo
FR-SYN-00356,bondo,dry,sorghum,2025-01-12,2025-04-15,3.71,2.98,90098.64,1078.3,-89020.34,synthetic_demo
FR-SYN-00357,alego,dry,millet,2025-01-24,2025-04-10,4.46,2.85,141549.25,1539.42,-140009.83,synthetic_demo
FR-SYN-00358,alego,long_rains,maize,2025-03-09,2025-07-11,2.88,3.17,39182.53,515.64,-38666.88,synthetic_demo
FR-SYN-00359,alego,short_rains,rice,2025-10-25,2025-12-24,5.42,2.22,46526.56,1411.41,-45115.14,synthetic_demo
FR-SYN-00360,gem,short_rains,beans,2025-10-21,2025-12-23,1.27,1.2,13169.32,140.63,-13028.69,synthetic_demo
FR-SYN-00361,gem,dry,sorghum,2025-01-16,2025-05-10,2.54,1.23,60338.65,307.79,-60030.87,synthetic_demo
FR-SYN-00362,yala,long_rains,tomatoes,2025-03-20,2025-06-20,4.66,15.74,40818.24,4671.63,-36146.61,synthetic_demo
FR-SYN-00363,ugunja,long_rains,beans,2025-03-24,2025-06-23,3.19,1.14,88223.42,300.97,-87922.45,synthetic_demo
FR-SYN-00364,gem,long_rains,kale,2025-03-08,2025-06-16,5.96,8.31,60338.73,2315.42,-58023.3,synthetic_demo
FR-SYN-00365,gem,dry,beans,2025-01-12,2025-04-20,2.9,1.42,20348.18,411.65,-19936.53,synthetic_demo
FR-SYN-00366,yala,long_rains,beans,2025-03-24,2025-06-23,1.6,1.72,49828.89,244.3,-49584.59,synthetic_demo
FR-SYN-00367,alego,dry,sorghum,2025-01-13,2025-04-28,2.67,1.41,21403.49,422.73,-20980.76,synthetic_demo
FR-SYN-00368,alego,dry,millet,2025-01-20,2025-04-27,4.49,2.71,112896.15,1516.85,-111379.3,synthetic_demo
FR-SYN-00369,gem,long_rains,beans,2025-03-21,2025-06-15,3.84,1.24,142531.93,434.08,-142097.85,synthetic_demo
FR-SYN-00370,ugunja,short_rains,kale,2025-10-17,2025-12-18,1.72,9.9,67842.89,760.79,-67082.1,synthetic_demo
FR-SYN-00371,yala,dry,groundnuts,2025-01-10,2025-04-11,3.48,2.36,36894.02,1050.74,-35843.28,synthetic_demo
FR-SYN-00372,yala,dry,millet,2025-01-22,2025-05-14,2.81,2.61,90239.79,930.59,-89309.2,synthetic_demo
FR-SYN-00373,alego,long_rains,millet,2025-03-13,2025-06-24,1.79,1.52,19437.88,305.28,-19132.6,synthetic_demo
FR-SYN-00374,ugunja,long_rains,tomatoes,2025-03-10,2025-07-10,2.27,10.31,30150.4,1669.73,-28480.67,synthetic_demo
FR-SYN-00375,bondo,dry,millet,2025-01-05,2025-04-10,4.72,1.32,121045.66,759.68,-120285.98,synthetic_demo
FR-SYN-00376,yala,dry,sorghum,2025-01-20,2025-05-15,2.26,1.75,38626.77,398.27,-38228.5,synthetic_demo
FR-SYN-00377,bondo,long_rains,groundnuts,2025-03-17,2025-06-21,4.14,1.29,74836.9,572.62,-74264.27,synthetic_demo
FR-SYN-00378,alego,short_rains,maize,2025-10-07,2025-12-14,1.56,3.39,55229.09,295.59,-54933.5,synthetic_demo
FR-SYN-00379,yala,short_rains,sorghum,2025-10-09,2025-12-20,1.4,3.16,13188.14,405.57,-12782.58,synthetic_demo
FR-SYN-00380,gem,short_rains,sorghum,2025-10-20,2025-12-20,1.35,2.52,33857.72,297.51,-33560.22,synthetic_demo
FR-SYN-00381,alego,dry,beans,2025-01-12,2025-05-10,1.7,1.32,36162.47,218.34,-35944.13,synthetic_demo
FR-SYN-00382,alego,short_rains,beans,2025-10-12,2025-12-14,1.23,1.17,31256.38,124.8,-31131.59,synthetic_demo
FR-SYN-00383,ugunja,long_rains,beans,2025-03-07,2025-06-12,0.67,1.83,18083.48,109.06,-17974.41,synthetic_demo
FR-SYN-00384,bondo,short_rains,groundnuts,2025-10-25,2025-12-15,3.32,2.41,66844.14,934.36,-65909.79,synthetic_demo
FR-SYN-00385,ugunja,short_rains,kale,2025-10-09,2025-12-22,3.94,6.85,151772.5,1391.17,-150381.33,synthetic_demo
FR-SYN-00386,ugunja,long_rains,kale,2025-03-11,2025-07-13,1.16,4.95,18141.4,302.47,-17838.92,synthetic_demo
FR-SYN-00387,bondo,long_rains,groundnuts,2025-03-23,2025-06-28,5.93,2.46,106923.57,1566.71,-105356.86,synthetic_demo
FR-SYN-00388,ugunja,dry,millet,2025-01-21,2025-04-26,4.96,2.66,124864.11,1596.97,-123267.14,synthetic_demo
FR-SYN-00389,ugunja,dry,kale,2025-01-10,2025-05-24,4.84,4.55,66960.64,1227.34,-65733.31,synthetic_demo
FR-SYN-00390,gem,long_rains,rice,2025-03-14,2025-06-25,1.11,3.28,19564.24,411.49,-19152.75,synthetic_demo
FR-SYN-00391,gem,dry,maize,2025-01-23,2025-05-11,2.56,2.21,53639.32,359.64,-53279.68,synthetic_demo
FR-SYN-00392,bondo,dry,beans,2025-01-12,2025-04-14,5.21,1.0,111548.41,532.49,-111015.91,synthetic_demo
FR-SYN-00393,bondo,long_rains,tomatoes,2025-03-17,2025-07-16,2.77,10.31,44510.4,2201.54,-42308.87,synthetic_demo
FR-SYN-00394,alego,long_rains,maize,2025-03-16,2025-07-25,1.75,2.63,36739.59,260.37,-36479.22,synthetic_demo
FR-SYN-00395,gem,dry,beans,2025-01-13,2025-04-11,1.1,1.29,19795.01,129.98,-19665.03,synthetic_demo
FR-SYN-00396,alego,short_rains,kale,2025-10-24,2025-12-12,4.5,4.61,190886.01,1163.65,-189722.36,synthetic_demo
FR-SYN-00397,gem,short_rains,groundnuts,2025-10-18,2025-12-26,4.5,1.98,128654.23,958.3,-127695.93,synthetic_demo
FR-SYN-00398,ugunja,dry,sorghum,2025-01-11,2025-04-28,5.76,1.84,161852.75,1070.05,-160782.69,synthetic_demo
FR-SYN-00399,gem,dry,sorghum,2025-01-10,2025-05-23,2.61,1.79,22616.54,541.62,-22074.91,synthetic_demo
FR-SYN-00400,bondo,long_rains,millet,2025-03-24,2025-07-13,3.28,2.44,53069.05,819.04,-52250.01,synthetic_demo
FR-SYN-00401,ugunja,short_rains,maize,2025-10-19,2025-12-22,0.64,2.92,22339.72,109.19,-22230.53,synthetic_demo
FR-SYN-00402,gem,long_rains,rice,2025-03-16,2025-07-20,1.52,4.96,34262.72,898.84,-33363.88,synthetic_demo
FR-SYN-00403,ugunja,short_rains,kale,2025-10-18,2025-12-13,4.43,5.69,51703.62,1155.14,-50548.49,synthetic_demo
FR-SYN-00404,bondo,short_rains,millet,2025-10-23,2025-12-10,3.94,2.57,92260.05,1045.91,-91214.14,synthetic_demo
FR-SYN-00405,ugunja,short_rains,kale,2025-10-12,2025-12-18,4.16,8.97,77344.79,1564.39,-75780.4,synthetic_demo
FR-SYN-00406,ugunja,long_rains,tomatoes,2025-03-16,2025-06-22,1.14,15.01,21874.84,1167.66,-20707.18,synthetic_demo
FR-SYN-00407,ugunja,dry,sorghum,2025-01-15,2025-05-25,5.97,1.72,94015.47,1087.18,-92928.29,synthetic_demo
FR-SYN-00408,ugunja,long_rains,maize,2025-03-07,2025-06-18,2.08,2.59,27319.07,362.78,-26956.3,synthetic_demo
FR-SYN-00409,yala,short_rains,groundnuts,2025-10-23,2025-12-15,4.89,2.39,120203.06,1304.14,-118898.92,synthetic_demo
FR-SYN-00410,yala,dry,millet,2025-01-06,2025-05-28,2.81,1.8,33036.64,555.92,-32480.72,synthetic_demo
FR-SYN-00411,yala,short_rains,sorghum,2025-10-08,2025-12-20,4.32,1.97,90612.69,765.89,-89846.8,synthetic_demo
FR-SYN-00412,alego,dry,groundnuts,2025-01-25,2025-05-23,2.32,1.63,57695.68,445.22,-57250.46,synthetic_demo
FR-SYN-00413,yala,long_rains,millet,2025-03-14,2025-06-22,0.8,2.2,6517.28,181.75,-6335.52,synthetic_demo
